idx,y_true,p_y1_r0,p_y1_r1,p_y1_r2,p_y1_r3,p_y1_r4,p_y1_r5,p_y1_r6,p_y1_r7,p_y1_r8,p_y1_r9,p_y1_r10,p_y1_r11,p_y1_r12,p_y1_r13,p_y1_r14,p_y1_r15,p_y1_r16,p_y1_r17,p_y1_r18,p_y1_r19,p_y1_mean,p_y1_std
67,0,0.054676175550558204,0.07541562087429866,0.06698801085542097,0.06929399645367489,0.05185443823378809,0.0710211247982324,0.06786932512058348,0.06872510705432378,0.06394721578481531,0.07529373819650392,0.061705729653631074,0.0680556892693161,0.06651883906178027,0.07105031200232727,0.0631617008684544,0.06794654293115776,0.05676002868839675,0.06490931165356119,0.04956973238924156,0.07549808359424887,0.06551303615171575,0.007272564533366279
68,0,0.05706751709564988,0.05086201288674908,0.05879397743883594,0.042144836819967474,0.06277887065123959,0.06674694348332041,0.07099135009842579,0.06852821999674162,0.05886338700800227,0.06469881917859316,0.06761562292380409,0.05544141713079596,0.06172690452151231,0.06059342280465453,0.07314828680906338,0.05615890081702574,0.06527729340961214,0.06768169522357124,0.06110424671339503,0.05625522123818967,0.06132394731245747,0.0071390005427404155
69,0,0.5430895511342189,0.5099169579610126,0.5881664947760424,0.5571148403768403,0.5248986901784339,0.5476515300080127,0.5288450957485835,0.6165064595025368,0.579100584805003,0.5167564653515219,0.5335567399855944,0.5027835504495577,0.6076350709118553,0.5880585466776004,0.4696319141041163,0.5444683451308427,0.5425595840955665,0.5459500819922863,0.4955159592652731,0.6217088083378529,0.5481957635396376,0.04030936027412762
70,0,0.5108000120445471,0.4790232565080555,0.4801672249865883,0.484213846754742,0.41391840803926866,0.5274294746706713,0.5209986511605926,0.46639779989398233,0.6062791286853574,0.47831996582733527,0.4425118522992599,0.45246800050809405,0.3788175406391836,0.5597327991035975,0.5654730745035375,0.4211737776075905,0.4115451482455292,0.4165831973315868,0.4447954184044285,0.5135971829322943,0.47871228800731214,0.05743097616731937
71,0,0.10972583032676453,0.07995550429463853,0.07254618846419925,0.07354493882449964,0.050053929845267096,0.10563053037950709,0.08495957518342376,0.08259829346673121,0.07597062317357815,0.07184739996414746,0.07444292446427912,0.08119936761673043,0.07864052871908728,0.09001707998653376,0.09053419324488182,0.08345231767114947,0.0922874486359137,0.06645858549343722,0.08241405397748026,0.07288502685285847,0.08095821702925542,0.012803183446029607
72,0,0.3946929162704767,0.448669596275109,0.43352262002805714,0.4183095087215252,0.563952464964303,0.40359123539434494,0.4652910548758554,0.38590364102530655,0.41494936167111635,0.46276436750938504,0.39652791463242304,0.4582280566195294,0.4324756751883155,0.35927787731069216,0.4248185570924874,0.3562722061407641,0.4411844102059135,0.40659942725236764,0.43744847178647206,0.4174091703185431,0.4260944266641493,0.0434994722875101
73,0,0.03642426424247524,0.03903118528279722,0.03625028410898565,0.0335139995614277,0.045203195544274634,0.040546403987947906,0.030551128836796167,0.03649544212977132,0.03706645462736931,0.030514022335838956,0.041695075051387184,0.03809446723526455,0.04101292818362455,0.0383109040909379,0.03456530741175032,0.0406754127285997,0.031118180727004438,0.040964377323132906,0.02506267476239166,0.03478342761775653,0.0365939567894767,0.004668422243693558
74,0,0.12700947979445548,0.16781300619279152,0.15700813492997687,0.14942422331083216,0.1764255942273431,0.12092085195242457,0.13817046202620153,0.18811800805568915,0.15091899596643818,0.15449543200332286,0.11394611200645056,0.12984346423489296,0.16252578066063922,0.17352824219819768,0.12932525142344914,0.15122543219078186,0.12660590736424468,0.20321357382519664,0.16418344675777416,0.16776933551038156,0.15262353673157422,0.023083558151091997
75,0,0.18802733724986945,0.13537314674281062,0.19505460642244957,0.2118837394839665,0.21284787125682375,0.2158951457484962,0.20798230175838467,0.17381821719852517,0.2217077847014952,0.18809877693622512,0.2276463547701346,0.17208492493962088,0.1970645694419406,0.1624658876906532,0.18597834636157312,0.19776137126067747,0.1412673456011038,0.271164043582557,0.21117360708325703,0.2656850701994117,0.19914902242149873,0.033441595180352626
76,0,0.21718097064966138,0.16175446805449348,0.15067439189789728,0.1519417996465031,0.20089272517353512,0.17612253163291186,0.17167862546959,0.1747922353091027,0.1707279772310154,0.2107042634219236,0.14386916616319903,0.1813011394069246,0.1811721825121164,0.16327050069836582,0.19770939748995128,0.15034498761076828,0.19926687350174582,0.1629573459395128,0.18728082100598772,0.16614417996770378,0.17598932913914542,0.020378393802614057
77,0,0.055302247176504345,0.05836048471951478,0.04557808338152049,0.039472835974063626,0.04264369006826737,0.03590864227637992,0.05431217696387512,0.03971230796643425,0.05258620447679109,0.04875349726108322,0.04235122442121962,0.052449960019918626,0.059634706717567855,0.04925305088803701,0.05709992050485157,0.04210526224272526,0.04702525879731619,0.047995972681256265,0.053599093857307135,0.06375670610184604,0.04939506632482399,0.0073895720659331995
78,0,0.680325572336456,0.6965876109886874,0.6785159061916581,0.717690466072038,0.7468302020302289,0.6974096518239719,0.6859951685162848,0.7152189912089197,0.6669685787386236,0.6984183441733766,0.6727719527173528,0.7070346188992362,0.6638061965060107,0.7392182991755241,0.7064508154947752,0.7687337558482247,0.6975140149822927,0.7297340420953708,0.6930847565308,0.7543711740119248,0.7058340059170879,0.02873398736848889
79,0,0.03786991145892099,0.02685969347373802,0.028985528014116455,0.0359988889472343,0.03326699526132304,0.030622521446328342,0.037212685666779974,0.03166841408192579,0.03288733169933172,0.03940824024151825,0.031851306502299906,0.022298829357661414,0.03261167800403691,0.041363499506375134,0.03851170253380928,0.019615852712972063,0.028875147446265813,0.04086804967996897,0.03477235098986741,0.024505621680854427,0.03250271243526641,0.005905796431452518
80,0,0.09162316624800533,0.10538721837873297,0.11817365446373841,0.10616576879062709,0.12551017102533993,0.11079723309866242,0.10956326796480646,0.11868527705549843,0.11865000677545313,0.09101681442922532,0.12749249883536262,0.11495847595685742,0.08606560317914716,0.1276191802244181,0.07558685857521,0.12854602628926753,0.1293229267474837,0.11979817606929354,0.14078608178683658,0.13687985896051413,0.11413141324272402,0.016930604817238716
81,0,0.03378607031986346,0.03231716862966689,0.03988815748817801,0.029556860462989887,0.03189379741324412,0.03818368785193681,0.0243377421366087,0.035918942617169616,0.03444143793852793,0.030191750309229916,0.029980124897785534,0.032325421011425264,0.045523174313162,0.032252325249917196,0.043079819498167256,0.031026908656061048,0.03526347033255634,0.024325656385457747,0.02689319390292917,0.03894543511191539,0.03350655722633962,0.005487875795599177
82,0,0.37315097485679294,0.3878682240581148,0.43145191575480873,0.43726872108435677,0.4442366223981754,0.34670414515581593,0.3902524340001031,0.37132271392244304,0.4507704978263529,0.3693002158253084,0.4262772816211277,0.34781743983569147,0.515103249106966,0.4281021734303474,0.5153679514435463,0.3579741079762209,0.4078616580594732,0.4043147976927146,0.4517832149781398,0.45803095788478654,0.4157479648455643,0.048051312820943014
83,0,0.30618004810113675,0.2851231697991127,0.2993813858471549,0.25489633253197175,0.29098634046063876,0.2780296185501926,0.26644365773414036,0.2766757989914133,0.2905705186581388,0.2790851204181246,0.22980560477319703,0.26599283480512276,0.3108984805590221,0.2868694880090754,0.22696135633451855,0.29950536981010856,0.27230690983250067,0.31478223912542946,0.24796813639473222,0.26885183612334335,0.27756571234295374,0.023834207918057786
84,0,0.46228592119426315,0.4516195000658216,0.4407238756803319,0.4664341177680716,0.3980454439409816,0.5166558385269762,0.4116420071610344,0.4108272605134816,0.32084414777121506,0.40663552808249886,0.32008328072587217,0.4079192705124155,0.5209820951573747,0.4635150841107814,0.4532290867190525,0.42695347030832814,0.3839275723947926,0.4655477346269183,0.42113057994687075,0.42719117484070734,0.42880964950238953,0.05030492617960096
85,0,0.37496001099024195,0.4157596499839416,0.35917447426898214,0.40170736223835823,0.35904483569948703,0.406487329129705,0.3430276252341018,0.4630717499994101,0.46142944092212645,0.4052076113673796,0.3394386971229242,0.44118331149222145,0.3328777202499864,0.49407451570876926,0.36445207568030585,0.3601971155605424,0.3929884171683879,0.4413426333785614,0.3813816263980837,0.3905673475420217,0.39641867750677695,0.04404177718307881
86,0,0.17313843820563454,0.1718711292439972,0.18387398495541726,0.2101173232759171,0.228014099941091,0.20784315002412124,0.14471215433318904,0.2282147930125112,0.1951230022137469,0.19104401416798095,0.22364857798422083,0.13020092732139282,0.18161830508543894,0.14743641870812704,0.1919346608885776,0.16952039353409035,0.13507010779382408,0.1533419495858229,0.20046969649365587,0.17738059383880106,0.18222868603037792,0.028976434277886452
87,0,0.05814750391273389,0.03169484031977807,0.06080406022427379,0.04031404000334314,0.035191365223710684,0.04353812294485349,0.04402489772962844,0.04228062552283295,0.0470636019746602,0.05543126430614287,0.054313999827535576,0.043584658500360314,0.05242826989612429,0.04613515281344297,0.04739739644813187,0.04779027153429285,0.04562842897593036,0.05662489866405681,0.05714659078524852,0.035274136872768584,0.04724070632399248,0.007991799785399564
88,0,0.30969769619962706,0.3153352190814957,0.32443853203000605,0.34536302914376915,0.296230839381288,0.32073322767036544,0.32150344576157547,0.3009674919547584,0.3004062623491829,0.29769680354387956,0.3365994727083764,0.3186731912830429,0.3200831551325918,0.2845303581777891,0.26241949042123947,0.31899361903141105,0.31855884309095533,0.29536862682036763,0.2906076234109928,0.304659915773301,0.30914334214830075,0.01844565015601936
89,0,0.10259340138859782,0.14288606186457953,0.15085620548478193,0.13107991213901465,0.1863705755539818,0.13263056165704126,0.11982679670057772,0.18454543705325532,0.11683087191888913,0.15296043805129989,0.1705361604858197,0.1607293369299723,0.1278010072024604,0.16471340104157284,0.1370802720898327,0.17562615960906083,0.2080176795918074,0.18696471658307529,0.10840437331046332,0.12731079858623612,0.149388208362116,0.02875211334617333
90,0,0.6579288479175913,0.6925111967844395,0.6154728736429317,0.6660924942833617,0.6562569183511102,0.6407197317433042,0.6506737256142954,0.6812124174194344,0.6825630376924984,0.6670934428928635,0.6925858441424015,0.63831441281442,0.6773600817637245,0.7182462124102212,0.6825250076456294,0.7592256642413706,0.6303031424846518,0.6437112474971212,0.6422199853961594,0.6662646419573612,0.6680640463347446,0.03189386519996143
91,0,0.17605382493204855,0.2008947686751561,0.13216580450129273,0.1889017349071734,0.1984164857482541,0.1361289285717133,0.12710593690487587,0.12426605128781464,0.11078698303614365,0.17588814353065016,0.18704018829146118,0.11026502195287345,0.11069138773146668,0.18461492747020097,0.15602679400919,0.10179261500185229,0.14470150001087817,0.07918940825786082,0.19466249888982007,0.16928392055267527,0.15044384621317008,0.03639411852991949
92,0,0.07684749366271743,0.07081986362730726,0.06499404812864705,0.07136776531213884,0.08392024728816229,0.06799021912778178,0.06830397120359553,0.06772623385874277,0.05475762480450124,0.08489602852436451,0.07030997645116936,0.06747389749781191,0.06151756725039267,0.07189359638720487,0.05800793763876884,0.06595170194397218,0.06557120429625124,0.0784006207139148,0.048731027963551915,0.07111993761695168,0.06853004816489741,0.00859469962084329
93,0,0.8591182827337487,0.8832236676356107,0.8687230771553514,0.845485423457188,0.8588115788175591,0.8833467459524937,0.8400549558218722,0.86126808054483,0.8820439731795054,0.8186832942426028,0.882028261241531,0.8813498889871804,0.8577710802329251,0.8475225365468364,0.8655881172823012,0.9067915121997165,0.8552663681157715,0.860296919752563,0.8672915226985544,0.8084042341113623,0.8616534760354753,0.022328545450446362
94,0,0.3385983067718018,0.2889549650818519,0.36290947503374515,0.40425525937689716,0.3631454228966011,0.4054857478689472,0.3729145979254908,0.4838307210670806,0.329568821793865,0.3815996395467079,0.33631675056809457,0.2862299905165546,0.38739572541779066,0.3562437025497147,0.3363101330145337,0.3883819522495468,0.3907295486614583,0.3497934953370955,0.36437471520343506,0.3574181581384083,0.36422285645098096,0.04200989618480811
95,0,0.9192650036714506,0.9006776030565948,0.9018777409511188,0.9083959526901471,0.913075145028546,0.8915868667962786,0.9066605540019512,0.9245060707922104,0.9100805154848884,0.9094479055119843,0.9277666879366818,0.9269120331300531,0.9070863581459018,0.9183089664551579,0.9084844702706348,0.9175661784673336,0.9542547332572359,0.9339207235033762,0.9205363646593075,0.9125838861813222,0.9156496879996089,0.013342449700845568
96,0,0.16432269181853776,0.15666145599620793,0.14043104240614368,0.1329268299214517,0.15858961542141936,0.14723570188300003,0.15539380530675226,0.1169926526928793,0.17254946762880088,0.1517603753526779,0.16289371617107096,0.16111323339520453,0.15650289741103862,0.13546787861882378,0.14147750731343603,0.19073121220420022,0.14745884073382637,0.19274291386852108,0.1725378813767554,0.15143887642032963,0.1554614297970539,0.017840871479321552
97,0,0.3500595110923949,0.3127662323430929,0.40018193636213406,0.38634200677288105,0.4586567926879725,0.3965352020245085,0.44421989121942795,0.4201956034977281,0.3916828004496945,0.4059649318625451,0.4865056277212411,0.39032281091446974,0.41928403438298983,0.47320837712332914,0.34186439158616566,0.3491234755472154,0.3991825737873974,0.483744744105522,0.4719475049736194,0.4940010117588642,0.41378947301065977,0.05133754600061741
98,0,0.30370907835613975,0.32870275327784876,0.32459490598740665,0.3522999182237552,0.32242848727203655,0.41865139326723866,0.3021735042782729,0.3264082137739477,0.3837622711593329,0.3049273127398148,0.33707065920617907,0.323851706964151,0.294093060327931,0.3697215594428476,0.3296644990632588,0.35530674311339105,0.32073852471043945,0.3719423465585878,0.27550748923032486,0.3186176130570476,0.3332086020004975,0.0329965951275223
99,0,0.7353004188713756,0.7169216044996652,0.7314987138280898,0.7662176741970652,0.6506834554880073,0.7703970577681033,0.7853668614950104,0.8536668971564341,0.7222269269834798,0.8111146438036514,0.7355634704292011,0.740767763171277,0.8261108736746383,0.7958110171163855,0.7438469912725092,0.7677831449133883,0.7797887016889763,0.6884832293223501,0.7561014162668643,0.8248507968350012,0.7601250829390735,0.04769687238851081
100,0,0.11982764249309852,0.13064171754183881,0.12264818809235237,0.12313005298692657,0.12765602864098952,0.10272703804742082,0.13567422718309505,0.1411916333241933,0.11997437627600627,0.10702771014228223,0.11638795735601759,0.11474366111489517,0.1078998034542796,0.1243205579227299,0.09658104562252283,0.14487483333477522,0.11277521701167849,0.11852971000771202,0.15322366007179583,0.1215262140829233,0.12206806373537668,0.01378047305932797
101,0,0.1884084022755702,0.25676928792967263,0.18614673357531114,0.17730355796368294,0.2384213710366929,0.13933400354837258,0.16611695852738967,0.2238279614301137,0.26856839470069777,0.19217020427657272,0.24309135642090646,0.19120009458664616,0.20304618671701552,0.1824890434451407,0.2119423912995695,0.18532448356181566,0.16854403374182014,0.27813259031985904,0.2513681306907867,0.18204799093811558,0.20671265884928758,0.037055119149449194
102,0,0.04075305166021549,0.04702407573257053,0.047685372256114106,0.04426014016892653,0.049090738716063446,0.03733839306933708,0.04335022575906518,0.04798251884683713,0.04258064707370169,0.038919043955970165,0.051679638537501134,0.044714113961433745,0.04748640937407849,0.04525669256901595,0.03703053312082025,0.038988922785262385,0.04440476380836279,0.040419952562915376,0.048863236669490495,0.048419367483910035,0.044312391905579604,0.0041764787361541
103,0,0.09792113516085874,0.12056751015048665,0.12102228863402748,0.10264448632742233,0.11361532854111596,0.10488410352911803,0.0879990125983181,0.11501461482575856,0.11330794977071873,0.07854683598149277,0.09985057261964972,0.13057749135249952,0.1124925036346337,0.10609156808731211,0.11024153305399888,0.08906290011725361,0.11473733682875152,0.11283354426494882,0.11661553745736221,0.09862134337264042,0.1073323798154184,0.012307684624403669
104,0,0.48169189071456653,0.5092662270182459,0.4613567915724854,0.4452759179346829,0.45791410991240467,0.43761583696269707,0.4814687249409852,0.4681701760606728,0.47987705846802226,0.38133420259254425,0.4298903136806431,0.41632176571272705,0.5840017151158362,0.47037557711683686,0.4586868432680669,0.47211907837373307,0.4377453446557182,0.47784614805647674,0.4933093962657341,0.4312655270151304,0.46377663227191046,0.03977658903697434
105,0,0.441610524463008,0.49185996378291885,0.5144101663376214,0.44618239905243,0.45187237054863805,0.4628728657968861,0.4537168769855585,0.4972323587081459,0.46055172674305217,0.45073458278296136,0.4560922005795772,0.47618527431272056,0.5053990431830493,0.493800557421838,0.44482704491160235,0.49689166627171233,0.5107354332043849,0.4450338960012114,0.47962350634697554,0.41659503786732915,0.46981137476508106,0.02674386915955238
106,0,0.031993470371301944,0.030596578085565086,0.03178676811426662,0.03434692146055659,0.026414292327503478,0.030378995608125365,0.026930851392908513,0.02451006659773826,0.028083833338065488,0.02360871514963681,0.02727101707656096,0.033184081340180895,0.02961154040475345,0.021146046753730243,0.03331270911992774,0.027163721689431018,0.03251803654167612,0.03561906789311608,0.022375713251644953,0.037278125364066744,0.029406527594037817,0.004362436350537605
107,0,0.08720740593858764,0.09534593332397467,0.07652145676216086,0.09302813568846278,0.0613144135654786,0.09210831735591912,0.10150301473338208,0.09079640946933643,0.08597706770939403,0.07917917897104598,0.0927927411610409,0.08183474424971796,0.08524099352298803,0.07542745531626828,0.06733537559174868,0.08307875268948885,0.08584059520912182,0.0892444408533571,0.07987889924679609,0.0992151766990021,0.08514352540286362,0.009811578865765816
108,0,0.21778224658588863,0.1981475719296984,0.23219260428156668,0.2510892818270574,0.23128223490723399,0.2378002537775531,0.2908233419586223,0.20712763525101696,0.23550444062590478,0.19543550755044714,0.18729635913475792,0.2816407623905997,0.23149029255067316,0.2813067025400861,0.206255904207847,0.23367302733243292,0.2937272325223002,0.18452624699996317,0.25186187695223505,0.25253052361665584,0.23507470234712705,0.032730191515645546
109,0,0.2849033829687547,0.34841245306813584,0.25214680636463405,0.22719062100824,0.2723673679153311,0.25378528211854356,0.24738767395028802,0.36604269203182727,0.28438196099955937,0.25574489124906985,0.25197489059359335,0.26745571923453304,0.2909402473298503,0.3399880946769121,0.2783953418493019,0.2822141688825441,0.253894571799006,0.3575455901258354,0.2700235044835011,0.23957481256795402,0.2812185036608708,0.03946908519780454
110,0,0.08378104024497675,0.0794383768639044,0.09758099450640392,0.08387218532304459,0.0873292222976163,0.07298752212237285,0.09398841448845593,0.1034160223151272,0.06581642564010845,0.086045096875214,0.09145451451380046,0.09854667080895257,0.07993812080663217,0.0652662819952424,0.10828684019940076,0.06876668326484003,0.05931529821078044,0.08346232024351041,0.0829856846343596,0.10307818196887054,0.0847677948661807,0.01335780658308449
111,0,0.42598622346438453,0.4026898080035208,0.4380736289061993,0.44416513649037914,0.4283829774184906,0.3998199318201185,0.45689956219291095,0.39755261065155945,0.39970629093386784,0.457863142750297,0.44370689093175175,0.4329699849385483,0.4781043715645569,0.4289188493541809,0.3687002088490826,0.4505977797972406,0.5015616456807993,0.3982819918070233,0.40368065789216073,0.4508121405732432,0.4304236917010157,0.031108617609443723
112,0,0.07306970574999905,0.09309942088726206,0.09315356994852837,0.08080506279775129,0.07294072974878463,0.08701580404772359,0.08434716206494292,0.08128354531502159,0.07622625017608158,0.11305629552356752,0.06369570473451322,0.08884159410341326,0.08186716460776382,0.08054521906012062,0.06592429932449864,0.09520297366802648,0.08820934525204303,0.08062027502165929,0.09164915127693771,0.09149450896135097,0.08415238911349947,0.010926228321135116
113,0,0.011358370592042814,0.010185797352481187,0.009014628811732723,0.011137975525524924,0.009837408910202511,0.012039177123913204,0.010030963627694291,0.010144431830356437,0.012846355141685674,0.010021024737901254,0.013504633509977436,0.010871545609349626,0.010255664065236888,0.007503424777204125,0.012898839706493437,0.01223981194053333,0.01037396710802411,0.010003745898046175,0.011675794030265543,0.012859234200266231,0.010940139724946596,0.0014604923874811176
114,0,0.2681801221690127,0.2703297707965856,0.13771522772215708,0.2357495635790105,0.23498658268862838,0.2595014211348564,0.23033835417452078,0.24208721370357925,0.25811594131025717,0.23205877635499345,0.2092161437277012,0.22967230374448022,0.17213777339699973,0.1904467341756182,0.27716247081406015,0.27354497158336943,0.22838785734161368,0.22022803316509584,0.19891749049873206,0.25110389393047616,0.2309940323005874,0.03494622372557917
115,0,0.5888556555173771,0.6204882722626178,0.4837750672197335,0.6061050424960608,0.5600431471771283,0.5429921508162205,0.5418172635113981,0.6691611708383626,0.576430175383699,0.5750969224441944,0.6181216857286296,0.5645155705307595,0.6067675372186855,0.5351802178965227,0.52346955495853,0.5465922713856162,0.5111309607247774,0.5674272195254609,0.48776243483636283,0.5158143344322362,0.5620773327452186,0.04620874894741824
116,0,0.01554267733236321,0.01971659941968902,0.014020323042697016,0.01845710246858587,0.018751645373021045,0.01589203286721587,0.01823348990862375,0.01571655816701495,0.01992318980051508,0.020086641616889913,0.012861301814410071,0.021159499454206886,0.015186655107979091,0.02095950911669982,0.021996899568710863,0.017328498531784253,0.01706320650012058,0.016198918384204,0.01983161689453234,0.015253162078482858,0.017708976372387327,0.002511749123100449
117,0,0.43986348906247924,0.48881889072283097,0.4226521445413911,0.45466302724919616,0.46896584366104416,0.4758196279094883,0.4213613393494667,0.41633644086254934,0.378485170442746,0.39065494735359385,0.4778025806048533,0.4829364959108222,0.48668005012202437,0.4031885164397122,0.441412104020923,0.4208795617252632,0.41006894419103146,0.3582533316428326,0.42907475814473184,0.4641551242876696,0.4366036194122326,0.036994916806968085
118,0,0.7314423899378169,0.736502304109541,0.7185862865602063,0.691819405558178,0.738490235300425,0.7477417150999868,0.7468115858946295,0.7751842447738216,0.7918413912557659,0.7812560950447747,0.743229033834886,0.7295385193908406,0.7422898272071199,0.7396035625235956,0.7743649206611283,0.7468838941976006,0.7433657742497072,0.7626404643066982,0.7175672747501052,0.7115190961522092,0.7435339010404519,0.024024638784987187
119,0,0.2550112898770903,0.2855869139818285,0.2571236526131444,0.2469080197261853,0.2687074781713876,0.2422724803624461,0.2167537549842423,0.31895930412319057,0.27373439381813536,0.20677197074502512,0.2765537110809639,0.30581963448812105,0.2684369065605872,0.23284723936540402,0.2907326211806982,0.27600213030607756,0.3064410233792782,0.28171148026356996,0.22410600522291627,0.28016040853891344,0.26573202093946025,0.0297203353661727
120,0,0.03371546541701477,0.03976709380020196,0.04010955934522145,0.045633356452602115,0.042682459039545824,0.04574037812741067,0.03951576516038414,0.03637104049001497,0.04924471523502141,0.04725271042175218,0.034062831475430655,0.03804085431475593,0.03788925514494122,0.03497360935797272,0.04108209434909939,0.029686584479258853,0.04242333799041678,0.05113836842605197,0.055281394823727875,0.03406843662308025,0.04093396552369526,0.00640489753733606
121,0,0.0224007319386457,0.022232707977889114,0.020202735340183887,0.021634062362348716,0.021484871317240715,0.018139178658540422,0.02304275652397803,0.019580948747831756,0.021402344950465682,0.018728018615297392,0.019807833759605934,0.011695680861886588,0.017574981810938865,0.019501965764746738,0.015863116002614572,0.016834450994021408,0.019126293303368742,0.022043630539124018,0.01858224517567575,0.02233312810284419,0.01961058413736241,0.002681119672013397
122,0,0.006292192415116384,0.010184760050698634,0.010538463168283092,0.011349394839660418,0.011132712467827615,0.00794834972124393,0.009129843801421221,0.006774246856616293,0.007185310546238583,0.007427124022190241,0.006571487829168107,0.006555488859360359,0.007917067241562672,0.006475987879038509,0.00985846251701948,0.009391761919736754,0.006317458917667707,0.007029698032137852,0.009170403035545305,0.008796245625685218,0.008302322987310918,0.0016543191108896263
123,0,0.021618131312517917,0.020331541673616216,0.021449031224543585,0.01921806823955391,0.014995527076633538,0.016781127199374486,0.019057452227235476,0.020242317157566758,0.01677340996419831,0.016493470668347714,0.019546394624024997,0.019543261732065526,0.02149388009312627,0.015241083615552391,0.02163068885710419,0.0187576519769602,0.017614967935903288,0.011410154521801674,0.017839597225196208,0.017460966010006813,0.01837493616676647,0.002566769635037998
124,0,0.19623053348056418,0.17956654791377114,0.17520387276010946,0.19567484681415498,0.1913740975806052,0.14264434366376075,0.181048096632537,0.20144848108757257,0.14671838068826262,0.18479031379134658,0.1774648460607095,0.16233838309754536,0.18870645567911026,0.16414005463235679,0.20304261789292052,0.2036152423824239,0.18387936113436962,0.18416358025336385,0.14449605976108232,0.16983727645985627,0.17881916958832111,0.018373263555927513
125,0,0.045444189171979586,0.040914964817656635,0.046083195081978195,0.04448064179661342,0.03216324531636859,0.04498941957446989,0.030452470579714525,0.04062596601175824,0.04156036154241624,0.047814706881173875,0.0338805223100125,0.0489095377920529,0.04360001827057896,0.031836619096903475,0.037246912731079815,0.03604760445742263,0.05110308496081534,0.03667113215731517,0.03253713604011302,0.046951863970939756,0.040665679628068135,0.006237259235373797
126,0,0.07245353854860415,0.07688142203566058,0.0634293683444435,0.047927672565410584,0.06944646794165853,0.06648599280852614,0.06265201938710185,0.06171156814855443,0.05293212854572893,0.0544490431950939,0.059212827514818774,0.06331856612147976,0.06270908056246041,0.06204720536509761,0.05855239905841815,0.04916930923605115,0.05667498766207861,0.06813152265927767,0.05297011726952499,0.06270655273617806,0.06119308948530838,0.007306244060401339
127,0,0.2816738626789397,0.2820903578712218,0.2730540799367091,0.1610455511598485,0.2361548455397957,0.27637003605582067,0.31122104240325127,0.30729681979568185,0.2904255365907182,0.27789355172795166,0.287648740759298,0.25181288470226676,0.24759478653269745,0.23152314678284883,0.25100832696146375,0.23614086428596506,0.23377715184572717,0.22508634098448357,0.2503583992552523,0.3198166208616405,0.26159964733657903,0.035941620540404964
128,0,0.03220339960704191,0.03985617346866609,0.04392250142895756,0.03868273101979586,0.05123937269648581,0.030997811839641048,0.05025742927070615,0.03781761836389092,0.039642757077875825,0.048344584407662115,0.03308948469506456,0.04372348998599436,0.04080421985216633,0.046456711240976375,0.04110085978504105,0.04511420331469875,0.03903246888140359,0.043794049125033936,0.04728397231323721,0.03467001646642735,0.04140169274203834,0.005717747081422014
129,0,0.0817484706788447,0.07332584231509391,0.07779733401653621,0.07598754467679568,0.07531169154846436,0.06287187845944443,0.06430318338641117,0.08111579039923962,0.06868928623979802,0.0901460576314706,0.09788648852968652,0.077062913255361,0.06224245880766964,0.06419015591645344,0.097374090517891,0.0812138307520534,0.06846609963252574,0.0835200529241478,0.0700212902228387,0.0712980277119917,0.07622862438113588,0.010236790356875651
130,0,0.08731363919594952,0.08153707635830681,0.06745791902308507,0.07601934419975331,0.08238590622440468,0.06235516856298391,0.07785103852887265,0.06664184032066127,0.0765379609137961,0.05991143738202938,0.06935455731227225,0.0708817424852017,0.06722383365003096,0.06332283249649057,0.06201092212219835,0.07428278601400604,0.07018266754308272,0.06062810248148538,0.07472005713370845,0.06396129331902237,0.07072900626336708,0.007669713826643457
131,0,0.07384590157871634,0.048985351397076264,0.07381627386979545,0.06462675752725736,0.07605798561232315,0.05809112365452934,0.06753931895527658,0.07893794874386893,0.06591043253913148,0.0921989520683021,0.07586489208114404,0.06459624786012085,0.0659391478419569,0.06782378128467603,0.05899815962398651,0.08467466330370697,0.05496584258773342,0.08264643386511795,0.0634209310471239,0.07601721804060146,0.06974786817412226,0.010390405538398874
132,0,0.02637780963475453,0.025446996443803275,0.021955262984457474,0.02250998898217248,0.0186222731984211,0.02117845775092611,0.023154234260413995,0.022309926686970953,0.022953314638356894,0.020531115731495884,0.023957049172730033,0.018049327723428536,0.022896762413090813,0.021866350645495462,0.025186404205359846,0.02556806762258785,0.022622562049282566,0.019369501795048732,0.022623176436384607,0.02004582430171851,0.022361220333844987,0.002235359393666796
133,0,0.052162695187963855,0.06248409068118468,0.05922310056710846,0.05806386219546151,0.06164898028787095,0.07357661917276699,0.07137309966802104,0.06186700987743821,0.06160475736772897,0.06521052974915904,0.06893492360512496,0.061346961565086365,0.05911010086639073,0.07226908839725538,0.07169028889707273,0.05869997406135567,0.05288252374520929,0.06010675989363614,0.06460310637481212,0.0657274875580413,0.06312929798593442,0.005923187301449032
134,0,0.016415329600169663,0.020654917469008435,0.01615979234585116,0.02259110566151567,0.022266691410136853,0.015444399646983575,0.017503040841678943,0.013085527283957328,0.01801932447281182,0.019737675573023916,0.017101111161337217,0.019055814627454752,0.019184311236146383,0.01403783101860037,0.01381494937336779,0.017591344530846837,0.014029256205386993,0.023322384827988294,0.01656979794551164,0.019695886336218486,0.017814024578399805,0.0029258260298811725
